"completion_task","observed_timepoint","obsNum","PB"
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","50",0.20427124
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","50",0.19875337
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","50",0.1557652
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","50",0.14090943
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","50",0.22352326
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","50",0.19448118
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","50",0.14228967
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","50",0.20880473
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","50",0.22664666
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","50",0.17630708
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","50",0.1768945
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","50",0.1401626
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","50",0.13617866
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","50",0.14559956
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","50",0.16700356
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","50",0.102200955
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","50",0.15004387
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","50",0.1685927
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","50",0.18274127
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","50",0.11410646
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","50",0.13123108
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","50",0.14824441
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","50",0.15772898
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","50",0.15841329
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","50",0.15778285
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","50",0.20163615
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","50",0.1872011
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","50",0.27011725
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","50",0.22394042
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","50",0.23674957
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","50",0.26528436
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","50",0.229443
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","50",0.26809767
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","50",0.25195798
"complete view 1 at timepoint 3","timepoints 1 and 2 observed","50",0.22848713
